req,res
그냥 성추행 성폭행 이런 거는 피해자들이 알리기 부끄러워 하고 2차 피해도 많이 받고 욕도 많이 먹어서 더 숨기는 경우가 많을 거 같아,변하긴 그 뒤로 또 군대에서 사건 있었잖아 피해자 자살하고/엄청 숨기는 거야.../이런 사건 계속 있으면 변할 거라고 생각할 수도 있는데 나는 가해자 놈들 더 영악하게 어떻게 하면 안 들키게 범죄 저지르지 생각하는 계기 만들어 주는 것 같다고 생각 들더라
그리고 피해자들 정신적인 고통이 너무 심해서 형량 세게 해야 돼...,사형 집행을 못 하겠다면 성범죄자들 살인자들은 그냥 평생 감옥에서 살게 해야 돼.../그런 사람들을 출소하게 두는 게 이해가 안 가 진짜!
그니까 사형이 억울한 사람 생길까 봐 안 한다는데 증거가 확실하게 CCTV에 찍혔거나 피해자 몸 안에서 가해자 디엔에이가 확실하게 나오거나 이런 식으로 확실한 사건은 사형 그냥 했으면 좋겠어,맞아... 근데 난 사형 집행이 왜 안 하는 거야 했는데 그 집행자들 엄청 정신적으로 피해가 크다고 하더라/이건 생각도 못했었다가 그 말 듣고 다시 생각하게 됨...
어떻게든 걔네들을 죽이고 싶다는 의지^^,맞아 여러 가지 생각 안 하고 그냥 범죄자 놈들만 보면 진짜 다 사형이야 무조건...
뮤라고 새로운 변이 바이러스 생겼다는데 들었어? ㅜㅜ,웅 콜롬비아 발이라며.../이미 일본에서도 발견됐던데 ㅠㅠ
진짜 이러면 평생 마스크 쓰는 거 아니냐...,이러면 이제 벗어라고 해도 우리가 못 벗어 ㅋㅋ/와 진짜 심각하다/델타 그 서로 마스크 쓰고 있었는데 10초 만에 감염됐다는 거 들었냐...
이젠 진짜 운이라니까...,진짜 미쳤지... 하하/마스크 제대로 안 쓰고 돌아다니는 사람도 안 걸리는 사람은 안 걸려.../근데 외국은 저 지경인데도 마스크 없이 살잖아
집단면역 빨리 생겼으면 좋겠다,그니까 백신 맞아도 안심은 안 되지만 ㅠㅠ/암튼 저 변이도 벌써 38? 9? 뭐 이 정도 나라에 퍼졌대/우리나라 제발 들어오지 마라
우리나라 저런 거 제대로 한번도 못 막아 답답해,ㅠㅠ 국경을 못 막아서 그래...
이런 상황에서는 막았으면 좋겠긴 한데 여러 국가 문제들이 있겠지...,막으면 진짜 우리나라 망하지 않을까...? ㅋㅋ
그때를 더 즐길 걸...,그러게 ㅠㅠ/근데 막으면 진짜 좋긴 한데 막았어도 어쩔 수 없이 유입됐을 듯...?/외국에 있다 돌아오는 우리 국민들도 있고 국민을 막을 수는 없으니까 ㅠㅠ
어쩔 수 없이 코로나 들어오는 거 못 막았을 거 같긴 해,그리고 외국에서 들어오는 거가 1이면 나라 안에서 퍼지는 게 99라서 진짜 소용 없었을 듯/경제만 더 안 좋아지고
눈썹 맨날 그리기 귀찮은데 눈썹 문신 해볼까...,눈썹 문신 짱 편해.../근데 난 너무 빨리 지워졌오
진짜? 난 오래가는 거면 하고 싶은데 ㅜㅜ,요즘엔 그렇게까지 짱구는 아니야! ㅋㅋ/나 근데 눈썬 문신 리터치 할 때 너무 빨리 지워진다고 진하게 해달라고 했다가 프리다칼로라고 엄청 놀림받음 ㅠㅠ
외국 연예인 이름이야?,16만 원인가? 기억 안 나 ㅋㅋ/오래 지났어!/근데 나나야 이거 다른 사람들은 오래 가던데 내가 염색이나 그런 게 다 빨리 빠져 ㅋㅋ/프리다칼로는 프랑스? 여자 화가임/유명해/나중에 쳐봐!/눈썹만 보여 ㅋㅋ
프리다칼로 쳐봤는데 눈썹 진짜 대박이네 ㅋㅋ,웅웅 ㅋㅋ 놀림 많이 받았다.../모자를 뚫고 나오는 눈썹이었어/요즘엔 근데 처음이라도 다 자연스럽더랑!
화장 시간 완전 줄을 듯~,ㅋㅋ 그렇긴 해/근데 진짜 아팠어
아프다는 얘기는 처음 들어봐,아파 아파/문신이잖아/상처 내서 염색약을 집어넣는 거야/근데 요즘엔 또 몇 년 사이에 기술이 좋아져서 덜 아플 수도 ㅋㅋ
다들 크게 다친 적 있어?,난 엄청 크게 다친 적은 없는데 좀 자잘하게 자주 다쳤어 !
약간 겉 튼튼 속 약한 스타일인가 봐,그럼 너네 수술한 적 있어? ㅋㅋ
아파서는 안 해보고 라섹 수술은 해봤다~,오 나는 맹장 수술 한번 해봤어!
맹장 터지면 엄청 아프댔어,나 터진 건 아닌데 터지기 직전이라 중학교 때  체육 시간에 넘 아파서 조퇴하고 갔다가 바로 수술함... ㅋㅋ
근데 맹장 터지는 이유가 뭐래?,그냥 떼굴떼굴 굴렀어 너무 아파서  ㅋㅋ/계단 내려 갈 때도 아프고 너무 아팠어
맞아 맹장이 진짜 진짜 엄청 아프댔어...,기억이 안 나는데.../실밥을 퇴원하고 한 일주일 있다가 풀었던 듯?/그때까지 터질까 봐 좀 조심했어 ㅋㅋ/그러고 보니 나 그때 마취해 봤네
내 친구는 맹장 터졌는데 수술하고 그 상처로 감염됐나 그래서 한 달 동안 금식 하고 입원해 있었다 했었어...,웅웅 난 진짜 내가 마취 안 먹는 사람일 거라고 생각했었어 ㅋㅋ/근데 진짜 10초도 안 지나서 잠든 듯?/그리고 마취 깰 때 병실 침대로 옮기고 있는데 너무 힘들게 못 옮기셔서 제가  갈게요... 하고 옮겨갔던 거 기억나 ㅋㅋ
나도 눈 앞이 흐려지더니 눈 감은 기억 없는데 잠들더라!,맞아 ㅋㅋ 근데 그때 헛소리 그런 건 모르겠고 나 너무 잠 와서 다시 자려고 하니까 간호사가 엄마한테 내 뺨 때려서라도 재우지 말라고 했어.../서러워서 기억나 ㅋㅋ
어렸을 때 만화책은 봤었어?,나 만화책 많이 봤던 것 같은데!/만화책방에 핫도그 팔아서 맨날 가서 궁이랑 오렌지? 제목이 제대로 기억안 나 ㅋㅋ/암튼 그거 봤어
보자 보자,ㅋㅋ 아까 나나가 나한테 세대 차이 난다고 했던 그거 ^^?/진짜 ㅋㅋ 봤는데 하나도 기억 안 나 다시 볼래!
그럼 난 정말 예쁜 걸 난 정말 귀여운 걸 이런  걸 시리즈 알아?,걸걸걸 알지~/아니 그리고 나 저것도 알아! ㅋㅋ
난 정말 귀여운 걸 있어,나나야 너랑 진짜 잘 어울린다 ㅋㅋ/진짜 귀엽다/근데 그거 옛날에 우리 집에도 있었어 ㅋㅋ
맞지?,빈대 가족은 뭐야?/그건 모르는데 괴짜 가족도 많이  봤어 ㅋㅋ
그럼 그거 알아 어디 어디서 살아남기 무인도에서 살아남기 이런 거,당근 알지!/난 괴짜 가족 만화책으로 봤오
그거 피아노 학원에 있었어서 맨날 피아노 내 차례 기다리면서 엄청 봄 ㅋㅋ,ㅋㅋ 진짜 그거 초딩 때 안 본 애들 있어?/ㅋㅋ 맨날 만화책 빌릴 때 친구들이랑 1-5 6-10 이런 식으로 나눠 빌려서 돌아가면서 읽었었는데...
완전 추억이다,ㅋㅋ 그거 다 보고도 한자 모르는 거 국룰 아니야?
너가 제일 좋아하는 음식은 뭐야?,내가 제일 좋아하는 건 치킨
양념치킨 좋아해?,어 양념치킨 맛있지 간장도 맛나고
저번에 먹었던 곳도 맛있었는데!,그래 난 양념이 괜찮더라
그때 먹었던 양념치킨 말이야?,어 반반이었는데 양념이 괜찮던데?
맞아 근데 나는 다른 양념치킨집을 더 좋아해,어 진짜 어디 치킨집 궁금해~
거기 슈퍼슈프림 양념치킨 알아?,아 알지 그거 맛있다고 하잖아!
너 한 번도 안 먹어 봤어?,여기서 먹어봤어 맛있다고 하잖아
맞아 그거 완전 내 사랑이야 ㅜㅜ,그렇게까지 좋아했구나 그거 먹을 걸 그랬다~
너는 니 방을 가지고 있어?,어 물론 가지고 있지 내 방이 중요하잖아~
너네 집 방 구조가 어떻게 돼?,어 쓰리룸이야 그래서 괜찮은 듯
거기 산 지는 얼마나 됐어?,어 여기 온 지 3~4달 된 듯해/부모님은 물론 계속 사셨고
아 진짜? 얼마 안 됐네 아파트야?,아니 아파트는 아니고 빌라야
근데 나는 일반 주택이 좋더라!,아 맞아 마당도 있음 꿈이지~
근데 벌레가 너무 많아.,그치 관리도 해야 되고 힘들어
맞아 너네는 당연히 도시가스겠지?,어 그렇지 대부분 도시가스 쓰니까
우리 논산집은 드럼통으로 사거든.,앗 정말 몰랐네 그거 예전 집이 그랬던 거 같은데
그러면 너 서울에서 본가 갈 때는 뭐 타고 갔어?,동서울 고속 버스 타고 다녔었지
서울에서 문경까지 가는 기차는 없어?,있는데 난 버스가 좋더라 그래서 버스 탔어
버스 타면 멀미 나지 않아?,나긴 나는데 4년 동안 버스 타고 다녀서 괜찮아졌어
버스 타고 가면 몇 시간 소요 돼?,어 2시간 정도 소요 돼
생각보다 별로 안 걸리네?,어 원래는 3시간이었는데 고속 버스가 뚫려서 빨리 가
그렇게나 많이 단축이 됐어?,어 그렇더라고 너무 좋아
퇴근하고 바로 가지?,그럼 퇴근하고 가는 게 진리
나도 그래서 일찍 지하철 타려고 엄청 뛰었잖아 ㅋㅋ,그니까 다행히 세이프 했지~
너 재택근무 하기 전에 어디서 일했어?,어 서울에서 뭐~ 근무했었어
맞아 그랬지 그 전에는 뭐했어?,그전에는 편의점에서 알바했었어
너희 집 근처 편의점에서 일한 거야?,어 편의점 평일 주말 했었지 가까운 데
그러면 쉬는 날이 있긴 해?,없는데 평일은 4시간 했고 주말은 8시간 했어 시간이 쫌 있지.
거기 시급은 얼마였어?,시급은 그때 8350원이었을 거야 아마
그렇게 하면 월급으로 한 번에 받는 거야?,어 월급으로 계산했어 가지고 받았지
그러면 한 달 월급은 얼마였어?,그때 두 개다 합쳐서 백 넘었을걸
와 편의점 알바로 그렇게 벌다니!,ㅋㅋ 빡세게 해야지 돈 벌려면
너는 그럼 동생이 어디 있는지 모르는 거야?,ㅋㅋ 사실 기억이 나지 않아
군대에서 편지 보내지 않아?,그거는 이미 예전에 봤었어
요즘에는 짬이 차서 안 보내도 된대?,아니 이제 부사관으로 바껴서 처음부터 다시 하긴 하는데  바쁜가 봐
아 아예 직업군인이 된 거구나!,어 맞아 이제 기억이 났네 ㅋㅋ
동생한테 너무 관심 없는 거 아니야? ㅋㅋ,어렸을 때 많은 관심을 줘서 괜찮아
그러면 육군으로 근무하고 있겠네?,어 그렇지 자주포 정비를 할걸
자주포가 뭐야? 기계 이름이야?,나도 자세히 모르는데 그 탱크에 달려 있는 거 그런 거 아닌가?
그거 하는 사람을 포병이라고 하나?,글쎄 부사관 하사인데 포병인지는 모르겠네
너 컴활 자격증 공부 말고 다른 공부는 안 해?,컴활 따면 워드도 해야 하지 않을까 싶어
그럼 너는 사무직을 준비하는 거야?,그치 저게 아무래도 기초니까 기초부터 따고
어디 가고 싶은 곳은 있어?,어 불러주면 가야지 가고 싶은 데는 딱히 없어
하루에 몇 시간 공부해?,하루에 2~3시간 하는 거 같애
오 엄청 오래하네 안 힘들어?,힘들지만 어쩔 수 없잖아 해야지 ㅋㅋ
맞아 난 포기했으니까 니가 대신 열심히 해 줘!,그래 열심히 해서 따게 되면 알려줄게~
근데 워드는 어떻게 하는 거야?,그거는 너가 추천한 대로 유튜브 볼려고
역시 유튜브가 짱이라니까? 인정?,맞아 맞아 어 인정!
아버님 그때 어디 편찮으시다고 하지 않았어?,내가 그랬나? 기억이 나지 않지만 괜찮으셔
어? 그래? 그러면 어머님이었어?,그때는 편찮으셨나 보네 지금은 두 분 다 건강하셔
다행이네 건강이 최고지! 동생은?,동생은 연락을 잘 안 해서 몰라/괜찮겠지 자기가 알아서 하니까
그러면 너의 관절만 조심하면 되는 거니?,그치 내 중심이야 나만 조심하면 돼
아직 젊은데 골골대서 어떡해.,너도 그렇잖아 이제 관리해야지
ㅋㅋ 맞아 우리는 운동 부족이라 그렇겠지?,맞아 앉아서 하는 직업이라 그런가?
맞아 나도 그 생각했어!,그게 맞는 거 같애 홈트 열심히 하자!
어쨌든 부모님이 건강하시다니 앞으로도 니가 잘 챙겨드려!,그치 약도 구매해서 챙겨 드리고 해야지~
너 그러면 전 남친이랑 얼마 정도 사귀었어?,그게 1년이었을 거야 시간이 그렇게 됐네
그렇구나 몇 살 차이였어?,아 5살 차이 나는 사람이었어
연상이야 연하야?,어 연상이었지 그 사람은
그러면 대학에서 만난 거야?,아니 편의점에서 일하다가 손님으로  만났어
헐 대박이다 번호 따인 거야?,뭐 그런 셈이지 그렇게 됐네
그때 전 남친은 너 보러 자주 들른 거고?,그치 일하다가 자주 만났었지 그때는 참 그랬다
그때가 진짜 좋았지 ㅋㅋ 썸은 탔어?,초반에는 좋았지 썸이랄 것도 없고 그냥 뭐 으흠...
그때 오빠 나이가 몇 살이었지?,그때 나이가 아마 28일 거야
너는 독립하면 키우고 싶은 반려동물 있어?,강아지 조만한 강아지 귀엽잖아~
강아지 종은 생각해 봤어?,어 종은 모르겠고 커지지 않는 종이면 좋겠어
그러면 치와와 강추함! 너 치와와 알아?,오 진짜 잘 안 크나 봐? 알긴 알지.
실제로 안 봤어 치와와?,사람들 키우는 건 봤지/근데 내 스타일은 아니야
그러면 털 복실복실한 애 좋아해?,아니 약간 매끈한 종 만질 때 느낌이 좋아
왜 치와와는 싫어?,생긴 게 쥐 같이 생겨서 좀 마음에 들진 않아
흠 그러면 요키는 어때?,지금 요크셔테리어 말하는 거야?
응 털이 길지만 엄청 보드라워!,아 정말 한번 생각해 봐야겠네!
너는 하고 싶은 스포츠 있어?,난 복싱을 배워 보고 싶어 몸 쓰는 거
복싱 엄청 힘든 운동 아니야?,어 근데 스트레스는 많이 풀릴 거 같애
내 친구 복싱하는데 바로 복싱 안 해!,줄넘기만 주구장창 한다고 들었는데
한 번에 2000번 넘어야지 복싱할 수 있대!,하 빡세다 그렇게까지는 생각 안 했는데
그치? 그래서 매일 줄넘기만 하다가 집에 와 얘는 ㅋㅋ,와 근데 그건 너무한데
그래도 너네 동네 복싱장은 안 그럴 수 있으니까 체험 한번 해 봐!,그래 한번 가봐야겠다 해 보고 연락 줄게~
응 혹시 금액은 얼마인지 알아?,그거는 찾아 보지는 않았는데 꽤 있을걸
아니야 한 달에 12만 원일걸?,그래 그럼 도전해 봐야겠다!
너 서든어택 한다고 했지?,어 맞아 서든어택 하지
내 남친한테 물어보니까 내 남친도 한대 같이 할래?,그래 몰랐네 같이 재밌겠다~
나는 하나도 모르니까 둘이 알려줘!,어 그래 그렇게 하자
파이어 인 더 홀! 이거밖에 몰라 ㅋㅋ,야 하고 싶다 생각나네
집에서 컴퓨터로 안 해?,어 컴퓨터로 해 노트북은 안 되지 ㅋㅋ
지금 노트북만 할 수 있는 상태야?,어 맞아 피씨방 가야겠다!
왜 집에 있는 컴퓨터 고장 났어?,아니 집에 있긴 있는데 별로 좋지 않아 ㅜㅜ
사양이 많이 떨어져서 그래?,어 맞아 그렇지 오래 됐거든 ㅜㅜ
나는 문경 여행해 보고 싶은데 갈 만해?,어 문경 괜찮아 너 사극 좋아하면  사극 드라마 세트장도 많고
헐 무슨 드라마 촬영했어?,옛날 드라마 뭐 많이 있을걸? ㅋㅋ
너도 드라마 세트장 가 봤어?,어 완전 어렸을 때 놀러 와서 한 번 가봤지.
드라마 세트장 말고 다른 곳 알려줄 수 있어?,뭐 다른 곳도 있는데 여기 전체가 거의 산책로야
나도 어렴풋이 봤는데 진짜 걷기 좋겠더라!,응 괜찮은 거 같애 생각하며 걷기 좋은 곳이야
거기 사진도 찍으면 잘 나와?,응 잘 나오는 거 같더라 남들이 찍는 거 보면 ㅋㅋ
인생샷 나올 수 있어?,어 인생샷 가능 각!
너 사진 잘 찍어?,어 물론이지 그까짓 꺼 나를 따라올 수 없어~
너는 어느 계절을 제일 극혐해?,여름 난 더운 건 질색이야!
역시 ㅋㅋ 근데 이제 여름 다 갔잖아!,그치 맞아 사실 또 다른 극혐이 있어 겨울...
근데 여름에 시원한 수박 먹을 때 행복하지 않아?,그치 음식으로 따지면 여름이 나쁘지 않아
여름에 시원한 냉면에 만두가 기가 막히지!,크 진리다 진리 난 쫄면에 만두도 좋아
그럼 여름에 밖에 잘 안 나가겠네?,어 집이 최고지 여름에는 너무 덥잖아 ㅜㅜ
그러면 에어컨 집에서 틀지?,더우니까 에어컨 틀지/근데 바람이 시원해서 안 틀 때도 있어
